* begin:	08/04/2023 02:25:51
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	156	3889	298632	3972	3763758389	4045	0.0000000	0.0000000
2	5.0000000	30.0	285	3877	299918	4002	3763758427	4162	0.0000000	0.0000000
3	10.0000000	30.0	333	3888	307089	4020	3763758464	4221	0.0000000	0.0000000
4	15.0000000	30.0	335	3894	315273	3971	3763758502	4229	0.0000000	0.0000000
5	20.0000000	30.0	257	3901	309174	3998	3763758539	4158	0.0000000	0.0000000
6	25.0000000	30.0	215	3859	321907	4003	3763758577	4074	0.0000000	0.0000000
7	30.0000000	30.0	85	3893	320766	3898	3763758615	3978	0.0000000	0.0000000
8	35.0000000	30.0	58	3865	320005	3921	3763758653	3923	0.0000000	0.0000000
9	40.0000000	30.0	64	3863	324975	4044	3763758691	3927	0.0000000	0.0000000
10	45.0000000	30.0	130	3940	310220	4000	3763758728	4070	0.0000000	0.0000000
11	50.0000000	30.0	259	3838	300632	3905	3763758766	4097	0.0000000	0.0000000
12	55.0000000	30.0	334	3895	300918	4031	3763758803	4229	0.0000000	0.0000000
13	60.0000000	30.0	361	4027	309953	3863	3763758841	4388	0.0000000	0.0000000
14	65.0000000	30.0	352	3864	308191	3979	3763758879	4216	0.0000000	0.0000000
15	70.0000000	30.0	258	3883	307139	4052	3763758916	4141	0.0000000	0.0000000
16	75.0000000	30.0	176	3947	308001	4077	3763758954	4123	0.0000000	0.0000000
17	80.0000000	30.0	90	3821	302161	4003	3763758991	3911	0.0000000	0.0000000
18	85.0000000	30.0	57	3698	313833	3945	3763759029	3755	0.0000000	0.0000000
19	90.0000000	30.0	123	3865	316414	3998	3763759067	3988	0.0000000	0.0000000
20	95.0000000	30.0	165	3908	331359	3951	3763759104	4073	0.0000000	0.0000000
* end: 08/04/2023 02:38:25
