* begin:	07/04/2023 22:58:38
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	303	2732	308618	3930	3763745956	3035	0.0000000	0.0000000
2	5.0000000	30.0	570	2660	318916	3934	3763745993	3230	0.0000000	0.0000000
3	10.0000000	30.0	792	2734	314493	4079	3763746031	3526	0.0000000	0.0000000
4	15.0000000	30.0	943	2687	301379	3981	3763746069	3630	0.0000000	0.0000000
5	20.0000000	30.0	817	2642	300722	3936	3763746106	3459	0.0000000	0.0000000
6	25.0000000	30.0	691	2785	312447	4054	3763746144	3476	0.0000000	0.0000000
7	30.0000000	30.0	379	2767	310747	3941	3763746182	3146	0.0000000	0.0000000
8	35.0000000	30.0	123	2710	309272	3944	3763746219	2833	0.0000000	0.0000000
9	40.0000000	30.0	35	2705	309131	3970	3763746257	2740	0.0000000	0.0000000
10	45.0000000	30.0	170	2763	305943	4018	3763746294	2933	0.0000000	0.0000000
11	50.0000000	30.0	369	2563	343903	4014	3763746332	2932	0.0000000	0.0000000
12	55.0000000	30.0	637	2683	352878	3941	3763746370	3320	0.0000000	0.0000000
13	60.0000000	30.0	856	2614	350186	4071	3763746407	3470	0.0000000	0.0000000
14	65.0000000	30.0	905	2785	354765	3998	3763746445	3690	0.0000000	0.0000000
15	70.0000000	30.0	741	2663	347682	3905	3763746483	3404	0.0000000	0.0000000
16	75.0000000	30.0	493	2748	342522	3969	3763746520	3241	0.0000000	0.0000000
17	80.0000000	30.0	266	2782	341024	3967	3763746558	3048	0.0000000	0.0000000
18	85.0000000	30.0	75	2675	334053	3916	3763746595	2750	0.0000000	0.0000000
19	90.0000000	30.0	91	2602	333393	3904	3763746633	2693	0.0000000	0.0000000
20	95.0000000	30.0	270	2690	339575	4060	3763746671	2960	0.0000000	0.0000000
* end: 07/04/2023 23:11:12
