* begin:	15/04/2023 21:06:59
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8_In08_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	123	6565	621286	7873	3764430484	6688	0.0000000	0.0000000
0	-1.5000000	60.0	215	6458	621366	7907	3764430549	6673	0.0000000	0.0000000
0	-1.2500000	60.0	686	6600	619428	7905	3764430613	7286	0.0000000	0.0000000
0	-1.0000000	60.0	1417	6519	619015	8063	3764430677	7936	0.0000000	0.0000000
0	-0.7500000	60.0	1942	6618	624411	7934	3764430741	8560	0.0000000	0.0000000
0	-0.5000000	60.0	2136	6589	622592	7760	3764430805	8725	0.0000000	0.0000000
0	-0.2500000	60.0	1816	6604	620789	7788	3764430869	8420	0.0000000	0.0000000
0	0.0000000	60.0	1153	6645	619077	7820	3764430934	7798	0.0000000	0.0000000
0	0.2500000	60.0	483	6717	623190	8019	3764430998	7200	0.0000000	0.0000000
0	0.5000000	60.0	125	6787	620280	8056	3764431062	6912	0.0000000	0.0000000
0	0.7500000	60.0	237	6446	621562	8117	3764431126	6683	0.0000000	0.0000000
0	1.0000000	60.0	724	6708	622704	7958	3764431190	7432	0.0000000	0.0000000
0	1.2500000	60.0	1376	6880	624072	7973	3764431255	8256	0.0000000	0.0000000
0	1.5000000	60.0	1941	6704	623606	7830	3764431319	8645	0.0000000	0.0000000
0	1.7500000	60.0	2144	6653	621160	8076	3764431383	8797	0.0000000	0.0000000
* end: 15/04/2023 21:23:04
