* begin:	10/04/2023 01:48:40
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	430	7123	644224	7983	3763928988	7553	0.0000000	0.0000000
2	5.0000000	60.0	716	6997	646235	7780	3763929056	7713	0.0000000	0.0000000
3	10.0000000	60.0	955	7024	645290	7970	3763929124	7979	0.0000000	0.0000000
4	15.0000000	60.0	1045	7145	646351	7945	3763929191	8190	0.0000000	0.0000000
5	20.0000000	60.0	898	7136	644523	8035	3763929259	8034	0.0000000	0.0000000
6	25.0000000	60.0	619	6872	648061	8028	3763929326	7491	0.0000000	0.0000000
7	30.0000000	60.0	344	6958	645699	7751	3763929394	7302	0.0000000	0.0000000
8	35.0000000	60.0	101	6997	646296	7855	3763929462	7098	0.0000000	0.0000000
9	40.0000000	60.0	75	6986	647487	7832	3763929529	7061	0.0000000	0.0000000
10	45.0000000	60.0	240	7096	647205	8003	3763929597	7336	0.0000000	0.0000000
11	50.0000000	60.0	495	7041	643207	7964	3763929664	7536	0.0000000	0.0000000
12	55.0000000	60.0	830	6951	650704	7863	3763929732	7781	0.0000000	0.0000000
13	60.0000000	60.0	1032	7051	648558	8105	3763929800	8083	0.0000000	0.0000000
14	65.0000000	60.0	920	7137	644064	7920	3763929867	8057	0.0000000	0.0000000
15	70.0000000	60.0	726	7030	645956	7947	3763929935	7756	0.0000000	0.0000000
16	75.0000000	60.0	503	6894	647971	7751	3763930002	7397	0.0000000	0.0000000
17	80.0000000	60.0	218	6977	645821	8108	3763930070	7195	0.0000000	0.0000000
18	85.0000000	60.0	71	7009	625961	8053	3763930137	7080	0.0000000	0.0000000
19	90.0000000	60.0	136	7059	771934	7953	3763930205	7195	0.0000000	0.0000000
20	95.0000000	60.0	371	7110	768540	7933	3763930273	7481	0.0000000	0.0000000
* end: 10/04/2023 02:11:14
