* begin:	17/04/2023 04:17:11
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi8_In08_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	521	9952	739445	8020	3764542699	10473	0.0000000	0.0000000
2	5.0000000	60.0	702	9848	748914	7943	3764542767	10550	0.0000000	0.0000000
3	10.0000000	60.0	867	9992	624751	7916	3764542834	10859	0.0000000	0.0000000
4	15.0000000	60.0	849	9876	616291	7789	3764542902	10725	0.0000000	0.0000000
5	20.0000000	60.0	698	9836	665723	7826	3764542970	10534	0.0000000	0.0000000
6	25.0000000	60.0	435	9970	686949	7810	3764543037	10405	0.0000000	0.0000000
7	30.0000000	60.0	178	9662	678828	7927	3764543105	9840	0.0000000	0.0000000
8	35.0000000	60.0	68	9843	653194	8036	3764543172	9911	0.0000000	0.0000000
9	40.0000000	60.0	117	9729	612010	7874	3764543240	9846	0.0000000	0.0000000
10	45.0000000	60.0	319	9709	617793	7883	3764543308	10028	0.0000000	0.0000000
11	50.0000000	60.0	631	9692	627958	8024	3764543375	10323	0.0000000	0.0000000
12	55.0000000	60.0	911	9721	616851	7980	3764543443	10632	0.0000000	0.0000000
13	60.0000000	60.0	873	10151	617106	7851	3764543511	11024	0.0000000	0.0000000
14	65.0000000	60.0	828	9636	670262	7795	3764543578	10464	0.0000000	0.0000000
15	70.0000000	60.0	613	9769	689300	7849	3764543646	10382	0.0000000	0.0000000
16	75.0000000	60.0	315	9983	684794	7924	3764543713	10298	0.0000000	0.0000000
17	80.0000000	60.0	103	9974	657964	8071	3764543781	10077	0.0000000	0.0000000
18	85.0000000	60.0	72	9877	666991	7928	3764543849	9949	0.0000000	0.0000000
19	90.0000000	60.0	245	9845	691589	7928	3764543916	10090	0.0000000	0.0000000
20	95.0000000	60.0	460	9576	710206	7909	3764543984	10036	0.0000000	0.0000000
* end: 17/04/2023 04:39:45
