* begin:	12/04/2023 08:37:14
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi4_In2_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	249	7240	686756	1976	3764126302	7489	0.0000000	0.0000000
2	5.0000000	60.0	442	7294	684607	1991	3764126370	7736	0.0000000	0.0000000
3	10.0000000	60.0	539	7272	676542	1994	3764126437	7811	0.0000000	0.0000000
4	15.0000000	60.0	625	7366	643861	1975	3764126505	7991	0.0000000	0.0000000
5	20.0000000	60.0	566	7422	642020	2010	3764126573	7988	0.0000000	0.0000000
6	25.0000000	60.0	401	7451	626809	2003	3764126640	7852	0.0000000	0.0000000
7	30.0000000	60.0	242	7305	618680	1917	3764126708	7547	0.0000000	0.0000000
8	35.0000000	60.0	109	7325	631771	2044	3764126775	7434	0.0000000	0.0000000
9	40.0000000	60.0	93	7412	642864	1963	3764126843	7505	0.0000000	0.0000000
10	45.0000000	60.0	156	7358	644949	1914	3764126910	7514	0.0000000	0.0000000
11	50.0000000	60.0	320	7467	635865	2017	3764126978	7787	0.0000000	0.0000000
12	55.0000000	60.0	492	7278	629629	2043	3764127045	7770	0.0000000	0.0000000
13	60.0000000	60.0	609	7422	608787	1994	3764127113	8031	0.0000000	0.0000000
14	65.0000000	60.0	576	7531	618643	2002	3764127181	8107	0.0000000	0.0000000
15	70.0000000	60.0	478	7480	605730	1929	3764127248	7958	0.0000000	0.0000000
16	75.0000000	60.0	313	7276	612142	1915	3764127316	7589	0.0000000	0.0000000
17	80.0000000	60.0	165	7490	630428	1970	3764127383	7655	0.0000000	0.0000000
18	85.0000000	60.0	89	7492	629835	1992	3764127451	7581	0.0000000	0.0000000
19	90.0000000	60.0	116	7446	632871	1925	3764127518	7562	0.0000000	0.0000000
20	95.0000000	60.0	230	7287	653520	1949	3764127586	7517	0.0000000	0.0000000
* end: 12/04/2023 08:59:47
