* begin:	10/04/2023 22:10:04
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi4cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	88	7804	671345	7725	3764002269	7892	0.0000000	0.0000000
0	-1.5000000	60.0	128	7864	672502	7930	3764002333	7992	0.0000000	0.0000000
0	-1.2500000	60.0	337	7838	669997	7944	3764002397	8175	0.0000000	0.0000000
0	-1.0000000	60.0	517	7989	667531	7933	3764002462	8506	0.0000000	0.0000000
0	-0.7500000	60.0	721	7878	669280	7941	3764002526	8599	0.0000000	0.0000000
0	-0.5000000	60.0	794	7900	671640	7760	3764002590	8694	0.0000000	0.0000000
0	-0.2500000	60.0	627	7738	672415	7798	3764002654	8365	0.0000000	0.0000000
0	0.0000000	60.0	386	7937	672482	7857	3764002719	8323	0.0000000	0.0000000
0	0.2500000	60.0	169	7868	670994	8015	3764002783	8037	0.0000000	0.0000000
0	0.5000000	60.0	97	7806	665883	8040	3764002847	7903	0.0000000	0.0000000
0	0.7500000	60.0	152	7908	615172	8134	3764002911	8060	0.0000000	0.0000000
0	1.0000000	60.0	323	7745	635222	8062	3764002975	8068	0.0000000	0.0000000
0	1.2500000	60.0	564	7794	641199	7861	3764003039	8358	0.0000000	0.0000000
0	1.5000000	60.0	688	7860	671989	7861	3764003104	8548	0.0000000	0.0000000
0	1.7500000	60.0	700	7708	671806	7858	3764003168	8408	0.0000000	0.0000000
* end: 10/04/2023 22:26:09
