* begin:	15/04/2023 07:26:43
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	247	11198	617701	7676	3764381269	11445	0.0000000	0.0000000
0	-1.5000000	60.0	161	11054	616138	7785	3764381333	11215	0.0000000	0.0000000
0	-1.2500000	60.0	417	10753	639112	7919	3764381397	11170	0.0000000	0.0000000
0	-1.0000000	60.0	938	11041	725605	7681	3764381461	11979	0.0000000	0.0000000
0	-0.7500000	60.0	1540	11048	713555	7664	3764381526	12588	0.0000000	0.0000000
0	-0.5000000	60.0	1711	11120	692305	7744	3764381590	12831	0.0000000	0.0000000
0	-0.2500000	60.0	1719	10973	683374	7751	3764381654	12692	0.0000000	0.0000000
0	0.0000000	60.0	1249	11227	695395	7820	3764381718	12476	0.0000000	0.0000000
0	0.2500000	60.0	704	10978	694218	7661	3764381782	11682	0.0000000	0.0000000
0	0.5000000	60.0	261	11253	666478	7774	3764381847	11514	0.0000000	0.0000000
0	0.7500000	60.0	122	11088	622554	7851	3764381911	11210	0.0000000	0.0000000
0	1.0000000	60.0	457	11077	626757	7529	3764381975	11534	0.0000000	0.0000000
0	1.2500000	60.0	961	11119	628687	7657	3764382039	12080	0.0000000	0.0000000
0	1.5000000	60.0	1511	10863	690349	7753	3764382103	12374	0.0000000	0.0000000
0	1.7500000	60.0	1751	11028	657148	7693	3764382168	12779	0.0000000	0.0000000
* end: 15/04/2023 07:42:49
