* begin:	07/04/2023 23:11:35
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	352	2654	346023	3997	3763746733	3006	0.0000000	0.0000000
2	5.0000000	30.0	593	2773	337950	3892	3763746771	3366	0.0000000	0.0000000
3	10.0000000	30.0	790	2651	341338	3939	3763746808	3441	0.0000000	0.0000000
4	15.0000000	30.0	896	2572	343679	3994	3763746846	3468	0.0000000	0.0000000
5	20.0000000	30.0	830	2685	351500	4058	3763746883	3515	0.0000000	0.0000000
6	25.0000000	30.0	628	2724	345172	3989	3763746921	3352	0.0000000	0.0000000
7	30.0000000	30.0	362	2769	346262	3954	3763746959	3131	0.0000000	0.0000000
8	35.0000000	30.0	144	2739	349197	3932	3763746996	2883	0.0000000	0.0000000
9	40.0000000	30.0	58	2658	328287	4033	3763747034	2716	0.0000000	0.0000000
10	45.0000000	30.0	151	2709	326705	4037	3763747071	2860	0.0000000	0.0000000
11	50.0000000	30.0	373	2620	324149	3974	3763747109	2993	0.0000000	0.0000000
12	55.0000000	30.0	714	2708	342818	3952	3763747147	3422	0.0000000	0.0000000
13	60.0000000	30.0	831	2703	334962	3986	3763747184	3534	0.0000000	0.0000000
14	65.0000000	30.0	913	2619	310173	4023	3763747222	3532	0.0000000	0.0000000
15	70.0000000	30.0	798	2692	309406	3931	3763747259	3490	0.0000000	0.0000000
16	75.0000000	30.0	488	2700	303635	4016	3763747297	3188	0.0000000	0.0000000
17	80.0000000	30.0	224	2619	302632	3924	3763747334	2843	0.0000000	0.0000000
18	85.0000000	30.0	64	2619	310326	4107	3763747372	2683	0.0000000	0.0000000
19	90.0000000	30.0	82	2702	316019	4029	3763747410	2784	0.0000000	0.0000000
20	95.0000000	30.0	276	2727	312460	4043	3763747447	3003	0.0000000	0.0000000
* end: 07/04/2023 23:24:08
