* begin:	07/04/2023 21:53:54
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	209	4074	322506	3957	3763742072	4283	0.0000000	0.0000000
2	5.0000000	30.0	339	3939	350782	3961	3763742110	4278	0.0000000	0.0000000
3	10.0000000	30.0	406	3802	350657	3919	3763742147	4208	0.0000000	0.0000000
4	15.0000000	30.0	359	3813	331902	4045	3763742185	4172	0.0000000	0.0000000
5	20.0000000	30.0	305	4083	328410	3879	3763742223	4388	0.0000000	0.0000000
6	25.0000000	30.0	216	3899	321956	4096	3763742260	4115	0.0000000	0.0000000
7	30.0000000	30.0	121	3948	318423	3952	3763742298	4069	0.0000000	0.0000000
8	35.0000000	30.0	73	4016	320110	3837	3763742336	4089	0.0000000	0.0000000
9	40.0000000	30.0	74	3935	317647	3955	3763742373	4009	0.0000000	0.0000000
10	45.0000000	30.0	139	3880	322473	3983	3763742411	4019	0.0000000	0.0000000
11	50.0000000	30.0	238	3912	333791	3932	3763742449	4150	0.0000000	0.0000000
12	55.0000000	30.0	339	3937	335844	3984	3763742486	4276	0.0000000	0.0000000
13	60.0000000	30.0	383	3973	329495	3956	3763742524	4356	0.0000000	0.0000000
14	65.0000000	30.0	387	4041	325892	3896	3763742562	4428	0.0000000	0.0000000
15	70.0000000	30.0	265	3992	328667	3933	3763742599	4257	0.0000000	0.0000000
16	75.0000000	30.0	166	3932	317379	4049	3763742637	4098	0.0000000	0.0000000
17	80.0000000	30.0	74	3855	318956	3913	3763742674	3929	0.0000000	0.0000000
18	85.0000000	30.0	79	3911	325884	3944	3763742712	3990	0.0000000	0.0000000
19	90.0000000	30.0	96	3926	327540	3925	3763742750	4022	0.0000000	0.0000000
20	95.0000000	30.0	227	4004	324419	3922	3763742787	4231	0.0000000	0.0000000
* end: 07/04/2023 22:06:28
