* begin:	13/04/2023 19:20:01
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	138	7808	620844	7645	3764251266	7946	0.0000000	0.0000000
0	-1.5000000	60.0	287	7923	630093	7851	3764251330	8210	0.0000000	0.0000000
0	-1.2500000	60.0	1009	7807	637180	7802	3764251394	8816	0.0000000	0.0000000
0	-1.0000000	60.0	1822	7667	644443	7862	3764251459	9489	0.0000000	0.0000000
0	-0.7500000	60.0	2417	7666	612290	7844	3764251523	10083	0.0000000	0.0000000
0	-0.5000000	60.0	2640	7856	616537	7913	3764251587	10496	0.0000000	0.0000000
0	-0.2500000	60.0	2272	7763	622232	7702	3764251651	10035	0.0000000	0.0000000
0	0.0000000	60.0	1361	7864	628778	7960	3764251715	9225	0.0000000	0.0000000
0	0.2500000	60.0	540	8036	619966	7703	3764251780	8576	0.0000000	0.0000000
0	0.5000000	60.0	127	7876	624229	7825	3764251844	8003	0.0000000	0.0000000
0	0.7500000	60.0	336	8081	638596	7970	3764251908	8417	0.0000000	0.0000000
0	1.0000000	60.0	973	7946	666845	7671	3764251972	8919	0.0000000	0.0000000
0	1.2500000	60.0	1888	7706	670160	7766	3764252036	9594	0.0000000	0.0000000
0	1.5000000	60.0	2436	8036	674043	7871	3764252100	10472	0.0000000	0.0000000
0	1.7500000	60.0	2622	7750	661176	8017	3764252165	10372	0.0000000	0.0000000
* end: 13/04/2023 19:36:06
