* begin:	17/04/2023 16:36:57
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	314	11874	680539	7745	3764587085	12188	0.0000000	0.0000000
2	5.0000000	60.0	556	12072	681469	7608	3764587152	12628	0.0000000	0.0000000
3	10.0000000	60.0	631	12169	677363	7576	3764587220	12800	0.0000000	0.0000000
4	15.0000000	60.0	690	12031	677294	7589	3764587287	12721	0.0000000	0.0000000
5	20.0000000	60.0	587	11997	676095	7808	3764587355	12584	0.0000000	0.0000000
6	25.0000000	60.0	448	12040	680309	7688	3764587422	12488	0.0000000	0.0000000
7	30.0000000	60.0	232	11905	678014	7832	3764587490	12137	0.0000000	0.0000000
8	35.0000000	60.0	105	11940	675149	7603	3764587557	12045	0.0000000	0.0000000
9	40.0000000	60.0	85	11918	677857	7676	3764587625	12003	0.0000000	0.0000000
10	45.0000000	60.0	204	11857	681772	7747	3764587693	12061	0.0000000	0.0000000
11	50.0000000	60.0	374	11891	677329	7707	3764587760	12265	0.0000000	0.0000000
12	55.0000000	60.0	573	11794	676075	7708	3764587828	12367	0.0000000	0.0000000
13	60.0000000	60.0	711	11980	681591	7743	3764587895	12691	0.0000000	0.0000000
14	65.0000000	60.0	632	11545	683304	7577	3764587963	12177	0.0000000	0.0000000
15	70.0000000	60.0	580	11747	681296	7750	3764588030	12327	0.0000000	0.0000000
16	75.0000000	60.0	340	11858	680632	7561	3764588098	12198	0.0000000	0.0000000
17	80.0000000	60.0	142	11807	680571	7523	3764588165	11949	0.0000000	0.0000000
18	85.0000000	60.0	85	11684	689320	7608	3764588233	11769	0.0000000	0.0000000
19	90.0000000	60.0	140	11532	678813	7521	3764588300	11672	0.0000000	0.0000000
20	95.0000000	60.0	268	11698	678698	7752	3764588368	11966	0.0000000	0.0000000
* end: 17/04/2023 16:59:29
