* begin:	08/04/2023 01:59:57
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	251	3279	316968	4029	3763756835	3530	0.0000000	0.0000000
2	5.0000000	30.0	400	3334	317191	4057	3763756872	3734	0.0000000	0.0000000
3	10.0000000	30.0	560	3389	319171	4000	3763756910	3949	0.0000000	0.0000000
4	15.0000000	30.0	648	3361	318893	3952	3763756948	4009	0.0000000	0.0000000
5	20.0000000	30.0	539	3265	307920	3941	3763756985	3804	0.0000000	0.0000000
6	25.0000000	30.0	366	3325	310984	3994	3763757023	3691	0.0000000	0.0000000
7	30.0000000	30.0	222	3316	329915	4105	3763757061	3538	0.0000000	0.0000000
8	35.0000000	30.0	90	3419	350794	3942	3763757098	3509	0.0000000	0.0000000
9	40.0000000	30.0	55	3336	343657	3929	3763757136	3391	0.0000000	0.0000000
10	45.0000000	30.0	115	3367	343869	4022	3763757173	3482	0.0000000	0.0000000
11	50.0000000	30.0	326	3259	343703	4000	3763757211	3585	0.0000000	0.0000000
12	55.0000000	30.0	407	3324	324548	3939	3763757249	3731	0.0000000	0.0000000
13	60.0000000	30.0	571	3268	327864	4024	3763757286	3839	0.0000000	0.0000000
14	65.0000000	30.0	580	3328	322278	3999	3763757324	3908	0.0000000	0.0000000
15	70.0000000	30.0	470	3280	331024	4052	3763757362	3750	0.0000000	0.0000000
16	75.0000000	30.0	313	3243	327163	4043	3763757399	3556	0.0000000	0.0000000
17	80.0000000	30.0	159	3317	334682	3952	3763757437	3476	0.0000000	0.0000000
18	85.0000000	30.0	69	3355	332581	3951	3763757475	3424	0.0000000	0.0000000
19	90.0000000	30.0	97	3279	323317	4049	3763757512	3376	0.0000000	0.0000000
20	95.0000000	30.0	208	3427	320830	4129	3763757550	3635	0.0000000	0.0000000
* end: 08/04/2023 02:12:31
