* begin:	13/04/2023 01:15:18
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi8cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	1075	4754	678703	8031	3764186186	5829	0.0000000	0.0000000
2	5.0000000	60.0	1552	4943	673508	8067	3764186254	6495	0.0000000	0.0000000
3	10.0000000	60.0	1869	4804	628024	7967	3764186321	6673	0.0000000	0.0000000
4	15.0000000	60.0	1907	4868	622565	8015	3764186389	6775	0.0000000	0.0000000
5	20.0000000	60.0	1381	4873	626656	7780	3764186456	6254	0.0000000	0.0000000
6	25.0000000	60.0	863	4834	630761	8019	3764186524	5697	0.0000000	0.0000000
7	30.0000000	60.0	303	4739	621127	7882	3764186592	5042	0.0000000	0.0000000
8	35.0000000	60.0	90	4811	623847	7816	3764186659	4901	0.0000000	0.0000000
9	40.0000000	60.0	244	4799	642455	7891	3764186727	5043	0.0000000	0.0000000
10	45.0000000	60.0	682	4779	662972	7786	3764186794	5461	0.0000000	0.0000000
11	50.0000000	60.0	1302	4749	683521	7887	3764186862	6051	0.0000000	0.0000000
12	55.0000000	60.0	1725	4821	684577	7962	3764186929	6546	0.0000000	0.0000000
13	60.0000000	60.0	1932	4957	668572	7951	3764186997	6889	0.0000000	0.0000000
14	65.0000000	60.0	1674	4751	644160	7950	3764187064	6425	0.0000000	0.0000000
15	70.0000000	60.0	1190	5040	634172	7818	3764187132	6230	0.0000000	0.0000000
16	75.0000000	60.0	610	4765	622814	7902	3764187200	5375	0.0000000	0.0000000
17	80.0000000	60.0	205	4909	638464	7866	3764187267	5114	0.0000000	0.0000000
18	85.0000000	60.0	114	4827	635572	8003	3764187335	4941	0.0000000	0.0000000
19	90.0000000	60.0	428	4840	639119	7932	3764187402	5268	0.0000000	0.0000000
20	95.0000000	60.0	956	4864	675926	7883	3764187470	5820	0.0000000	0.0000000
* end: 13/04/2023 01:37:51
