* begin:	16/04/2023 08:13:47
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8_In08_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	87	7460	686266	7979	3764470492	7547	0.0000000	0.0000000
0	-1.5000000	60.0	318	7216	668125	8136	3764470557	7534	0.0000000	0.0000000
0	-1.2500000	60.0	857	7137	644705	7916	3764470621	7994	0.0000000	0.0000000
0	-1.0000000	60.0	1487	7566	715517	7908	3764470685	9053	0.0000000	0.0000000
0	-0.7500000	60.0	1796	7519	654903	7784	3764470749	9315	0.0000000	0.0000000
0	-0.5000000	60.0	2037	7109	661769	7903	3764470814	9146	0.0000000	0.0000000
0	-0.2500000	60.0	1483	7229	685575	7982	3764470878	8712	0.0000000	0.0000000
0	0.0000000	60.0	904	7233	683902	7784	3764470942	8137	0.0000000	0.0000000
0	0.2500000	60.0	320	7329	685459	7831	3764471006	7649	0.0000000	0.0000000
0	0.5000000	60.0	91	7148	658253	7848	3764471070	7239	0.0000000	0.0000000
0	0.7500000	60.0	313	7258	636597	7803	3764471135	7571	0.0000000	0.0000000
0	1.0000000	60.0	918	7118	701279	7926	3764471199	8036	0.0000000	0.0000000
0	1.2500000	60.0	1460	7143	688710	7866	3764471263	8603	0.0000000	0.0000000
0	1.5000000	60.0	1967	7245	676746	7908	3764471327	9212	0.0000000	0.0000000
0	1.7500000	60.0	1872	7371	671399	7743	3764471392	9243	0.0000000	0.0000000
* end: 16/04/2023 08:29:53
