* begin:	15/04/2023 00:15:17
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	246	10185	603588	7446	3764355382	10431	0.0000000	0.0000000
0	-1.5000000	60.0	165	9975	611199	7587	3764355446	10140	0.0000000	0.0000000
0	-1.2500000	60.0	497	10094	615999	7618	3764355510	10591	0.0000000	0.0000000
0	-1.0000000	60.0	1076	10010	603149	7379	3764355574	11086	0.0000000	0.0000000
0	-0.7500000	60.0	1752	10016	637683	7497	3764355639	11768	0.0000000	0.0000000
0	-0.5000000	60.0	2054	9848	688292	7430	3764355703	11902	0.0000000	0.0000000
0	-0.2500000	60.0	1897	9751	641815	7467	3764355767	11648	0.0000000	0.0000000
0	0.0000000	60.0	1349	9626	676985	7412	3764355831	10975	0.0000000	0.0000000
0	0.2500000	60.0	728	10165	694606	7664	3764355895	10893	0.0000000	0.0000000
0	0.5000000	60.0	255	10012	680072	7640	3764355960	10267	0.0000000	0.0000000
0	0.7500000	60.0	149	10087	615145	7553	3764356024	10236	0.0000000	0.0000000
0	1.0000000	60.0	507	10132	619720	7401	3764356088	10639	0.0000000	0.0000000
0	1.2500000	60.0	1162	9898	640213	7545	3764356152	11060	0.0000000	0.0000000
0	1.5000000	60.0	1736	9980	632314	7521	3764356216	11716	0.0000000	0.0000000
0	1.7500000	60.0	1942	9962	625234	7593	3764356280	11904	0.0000000	0.0000000
* end: 15/04/2023 00:31:22
