* begin:	08/04/2023 02:51:45
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	30.0	244	3636	319137	4003	3763759943	3880	0.0000000	0.0000000
2	5.0000000	30.0	339	3584	329226	3977	3763759981	3923	0.0000000	0.0000000
3	10.0000000	30.0	430	3669	335564	3922	3763760019	4099	0.0000000	0.0000000
4	15.0000000	30.0	451	3636	331150	4117	3763760056	4087	0.0000000	0.0000000
5	20.0000000	30.0	403	3617	319734	3941	3763760094	4020	0.0000000	0.0000000
6	25.0000000	30.0	271	3756	323394	4006	3763760131	4027	0.0000000	0.0000000
7	30.0000000	30.0	147	3674	320964	4088	3763760169	3821	0.0000000	0.0000000
8	35.0000000	30.0	49	3583	320694	3975	3763760206	3632	0.0000000	0.0000000
9	40.0000000	30.0	67	3708	321853	3838	3763760244	3775	0.0000000	0.0000000
10	45.0000000	30.0	148	3600	321150	3982	3763760282	3748	0.0000000	0.0000000
11	50.0000000	30.0	243	3565	322788	3892	3763760319	3808	0.0000000	0.0000000
12	55.0000000	30.0	389	3605	326389	4080	3763760357	3994	0.0000000	0.0000000
13	60.0000000	30.0	439	3617	325978	3921	3763760395	4056	0.0000000	0.0000000
14	65.0000000	30.0	418	3620	337653	3953	3763760432	4038	0.0000000	0.0000000
15	70.0000000	30.0	349	3659	338050	4075	3763760470	4008	0.0000000	0.0000000
16	75.0000000	30.0	245	3619	332283	4006	3763760507	3864	0.0000000	0.0000000
17	80.0000000	30.0	109	3609	331299	3918	3763760545	3718	0.0000000	0.0000000
18	85.0000000	30.0	81	3536	331888	4009	3763760583	3617	0.0000000	0.0000000
19	90.0000000	30.0	111	3645	331653	3842	3763760620	3756	0.0000000	0.0000000
20	95.0000000	30.0	193	3740	339855	4047	3763760658	3933	0.0000000	0.0000000
* end: 08/04/2023 03:04:19
