* begin:	16/04/2023 14:17:19
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi8_In08_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	68	9931	646023	7931	3764492304	9999	0.0000000	0.0000000
0	-1.5000000	60.0	94	10085	644784	7846	3764492368	10179	0.0000000	0.0000000
0	-1.2500000	60.0	243	9974	647960	8037	3764492432	10217	0.0000000	0.0000000
0	-1.0000000	60.0	461	10022	643487	7784	3764492497	10483	0.0000000	0.0000000
0	-0.7500000	60.0	625	10078	643879	8043	3764492561	10703	0.0000000	0.0000000
0	-0.5000000	60.0	641	9941	647931	7962	3764492625	10582	0.0000000	0.0000000
0	-0.2500000	60.0	626	9937	644158	7858	3764492689	10563	0.0000000	0.0000000
0	0.0000000	60.0	377	9865	644832	8039	3764492753	10242	0.0000000	0.0000000
0	0.2500000	60.0	162	10009	646652	7684	3764492817	10171	0.0000000	0.0000000
0	0.5000000	60.0	71	9992	645729	7876	3764492881	10063	0.0000000	0.0000000
0	0.7500000	60.0	108	9752	647504	7911	3764492946	9860	0.0000000	0.0000000
0	1.0000000	60.0	297	9823	646184	7942	3764493010	10120	0.0000000	0.0000000
0	1.2500000	60.0	462	10163	642560	7866	3764493074	10625	0.0000000	0.0000000
0	1.5000000	60.0	627	9941	639250	7823	3764493138	10568	0.0000000	0.0000000
0	1.7500000	60.0	680	9945	642506	7889	3764493202	10625	0.0000000	0.0000000
* end: 16/04/2023 14:33:23
