* begin:	14/04/2023 19:18:11
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	561	12935	674477	7700	3764337559	13496	0.0000000	0.0000000
2	5.0000000	60.0	727	12923	677362	7569	3764337627	13650	0.0000000	0.0000000
3	10.0000000	60.0	838	13007	678937	7582	3764337695	13845	0.0000000	0.0000000
4	15.0000000	60.0	789	12605	672368	7749	3764337762	13394	0.0000000	0.0000000
5	20.0000000	60.0	669	12675	673905	7552	3764337830	13344	0.0000000	0.0000000
6	25.0000000	60.0	537	12208	677895	7570	3764337897	12745	0.0000000	0.0000000
7	30.0000000	60.0	302	12741	672732	7550	3764337965	13043	0.0000000	0.0000000
8	35.0000000	60.0	206	12795	672881	7676	3764338032	13001	0.0000000	0.0000000
9	40.0000000	60.0	263	12693	676467	7512	3764338100	12956	0.0000000	0.0000000
10	45.0000000	60.0	408	12701	672045	7685	3764338167	13109	0.0000000	0.0000000
11	50.0000000	60.0	657	12587	672363	7617	3764338235	13244	0.0000000	0.0000000
12	55.0000000	60.0	739	12780	670729	7507	3764338302	13519	0.0000000	0.0000000
13	60.0000000	60.0	809	12718	676181	7540	3764338370	13527	0.0000000	0.0000000
14	65.0000000	60.0	739	12977	672637	7505	3764338437	13716	0.0000000	0.0000000
15	70.0000000	60.0	524	12758	677099	7735	3764338505	13282	0.0000000	0.0000000
16	75.0000000	60.0	417	12686	677267	7666	3764338572	13103	0.0000000	0.0000000
17	80.0000000	60.0	233	12651	673344	7562	3764338640	12884	0.0000000	0.0000000
18	85.0000000	60.0	208	12852	672546	7689	3764338707	13060	0.0000000	0.0000000
19	90.0000000	60.0	300	12949	672169	7582	3764338775	13249	0.0000000	0.0000000
20	95.0000000	60.0	476	12878	680091	7615	3764338842	13354	0.0000000	0.0000000
* end: 14/04/2023 19:40:43
