* begin:	18/04/2023 01:06:31
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	591	9943	665387	7522	3764617659	10534	0.0000000	0.0000000
2	5.0000000	60.0	885	9971	655828	7281	3764617727	10856	0.0000000	0.0000000
3	10.0000000	60.0	1271	9528	711125	7380	3764617794	10799	0.0000000	0.0000000
4	15.0000000	60.0	1254	9560	669069	7560	3764617862	10814	0.0000000	0.0000000
5	20.0000000	60.0	1059	9563	654169	7438	3764617930	10622	0.0000000	0.0000000
6	25.0000000	60.0	688	9792	648736	7622	3764617997	10480	0.0000000	0.0000000
7	30.0000000	60.0	332	9717	644881	7598	3764618065	10049	0.0000000	0.0000000
8	35.0000000	60.0	110	9883	647662	7531	3764618133	9993	0.0000000	0.0000000
9	40.0000000	60.0	130	9641	723162	7492	3764618200	9771	0.0000000	0.0000000
10	45.0000000	60.0	392	9585	729771	7500	3764618268	9977	0.0000000	0.0000000
11	50.0000000	60.0	690	9692	709093	7516	3764618335	10382	0.0000000	0.0000000
12	55.0000000	60.0	1037	9790	670097	7520	3764618403	10827	0.0000000	0.0000000
13	60.0000000	60.0	1227	10000	726528	7504	3764618470	11227	0.0000000	0.0000000
14	65.0000000	60.0	1035	10060	708791	7498	3764618538	11095	0.0000000	0.0000000
15	70.0000000	60.0	848	9852	716129	7560	3764618606	10700	0.0000000	0.0000000
16	75.0000000	60.0	520	9897	730565	7544	3764618673	10417	0.0000000	0.0000000
17	80.0000000	60.0	206	9860	715290	7472	3764618741	10066	0.0000000	0.0000000
18	85.0000000	60.0	88	9940	746275	7543	3764618808	10028	0.0000000	0.0000000
19	90.0000000	60.0	194	9995	694408	7547	3764618876	10189	0.0000000	0.0000000
20	95.0000000	60.0	551	9860	642087	7571	3764618943	10411	0.0000000	0.0000000
* end: 18/04/2023 01:29:04
