* begin:	03/07/2023 05:56:33
* script file:	D:\data\Cycle 193\exp_CRG-3033\rawdata\sc\beta_alpi8off_gamma_chicoarse.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.4000000	60.0	571	9635	373181	10272	3771201457	10206	0.0000000	0.0000000
0	-1.2000000	60.0	423	9500	376532	9974	3771201521	9923	0.0000000	0.0000000
0	-1.0000000	60.0	246	9483	375966	10006	3771201584	9729	0.0000000	0.0000000
0	-0.8000000	60.0	105	9544	375583	9949	3771201647	9649	0.0000000	0.0000000
0	-0.6000000	60.0	36	9623	376629	10158	3771201711	9659	0.0000000	0.0000000
0	-0.4000000	60.0	105	9522	376045	10001	3771201774	9627	0.0000000	0.0000000
0	-0.2000000	60.0	255	9831	376708	9906	3771201837	10086	0.0000000	0.0000000
0	0.0000000	60.0	435	9765	376286	10063	3771201901	10200	0.0000000	0.0000000
0	0.2000000	60.0	640	9725	376299	10131	3771201964	10365	0.0000000	0.0000000
0	0.4000000	60.0	717	9615	376865	10081	3771202027	10332	0.0000000	0.0000000
0	0.6000000	60.0	688	9570	376512	10091	3771202090	10258	0.0000000	0.0000000
0	0.8000000	60.0	580	9703	376454	10122	3771202154	10283	0.0000000	0.0000000
0	1.0000000	60.0	426	9634	377012	10064	3771202217	10060	0.0000000	0.0000000
0	1.2000000	60.0	227	9481	375606	10024	3771202280	9708	0.0000000	0.0000000
0	1.4000000	60.0	100	9643	375035	10166	3771202344	9743	0.0000000	0.0000000
* end: 03/07/2023 06:12:24
