* begin:	03/07/2023 10:06:27
* script file:	D:\data\Cycle 193\exp_CRG-3033\rawdata\sc\beta_alpi8off_gamma_chicoarse.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.4000000	60.0	1035	7296	377108	9971	3771216452	8331	0.0000000	0.0000000
0	-1.2000000	60.0	778	7182	377894	9906	3771216515	7960	0.0000000	0.0000000
0	-1.0000000	60.0	464	7180	377882	10003	3771216578	7644	0.0000000	0.0000000
0	-0.8000000	60.0	183	7117	377580	10167	3771216642	7300	0.0000000	0.0000000
0	-0.6000000	60.0	61	7179	377571	10141	3771216705	7240	0.0000000	0.0000000
0	-0.4000000	60.0	129	7083	378248	10312	3771216769	7212	0.0000000	0.0000000
0	-0.2000000	60.0	305	7058	373894	9986	3771216832	7363	0.0000000	0.0000000
0	0.0000000	60.0	666	7100	374026	9979	3771216895	7766	0.0000000	0.0000000
0	0.2000000	60.0	923	7205	374521	10068	3771216959	8128	0.0000000	0.0000000
0	0.4000000	60.0	1157	7204	374784	10181	3771217022	8361	0.0000000	0.0000000
0	0.6000000	60.0	1209	7045	374320	10148	3771217086	8254	0.0000000	0.0000000
0	0.8000000	60.0	1162	7245	374506	10004	3771217149	8407	0.0000000	0.0000000
0	1.0000000	60.0	759	7231	378795	10054	3771217212	7990	0.0000000	0.0000000
0	1.2000000	60.0	501	7408	380172	10173	3771217276	7909	0.0000000	0.0000000
0	1.4000000	60.0	206	7148	380609	10078	3771217339	7354	0.0000000	0.0000000
* end: 03/07/2023 10:22:20
