* begin:	29/06/2023 08:50:55
* script file:	D:\data\Cycle 193\exp_CRG-3033\rawdata\sc\beta_alpi8off_gamma_chi.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.4000000	60.0	353	10558	374924	10377	3770866319	10911	0.0000000	0.0000000
0	-1.2000000	60.0	271	10441	374999	10279	3770866382	10712	0.0000000	0.0000000
0	-1.0000000	60.0	193	10390	375387	10351	3770866445	10583	0.0000000	0.0000000
0	-0.8000000	60.0	130	10419	375486	10179	3770866509	10549	0.0000000	0.0000000
0	-0.6000000	60.0	85	10517	375217	10217	3770866572	10602	0.0000000	0.0000000
0	-0.4000000	60.0	110	10485	375166	10366	3770866635	10595	0.0000000	0.0000000
0	-0.2000000	60.0	160	10476	374473	10342	3770866698	10636	0.0000000	0.0000000
0	0.0000000	60.0	259	10605	375363	10234	3770866761	10864	0.0000000	0.0000000
0	0.2000000	60.0	340	10455	375769	10362	3770866825	10795	0.0000000	0.0000000
0	0.4000000	60.0	372	10521	375652	10138	3770866888	10893	0.0000000	0.0000000
0	0.6000000	60.0	384	10515	375262	10392	3770866951	10899	0.0000000	0.0000000
0	0.8000000	60.0	349	10537	375768	10410	3770867014	10886	0.0000000	0.0000000
0	1.0000000	60.0	275	10542	375951	10298	3770867078	10817	0.0000000	0.0000000
0	1.2000000	60.0	209	10401	374802	10313	3770867141	10610	0.0000000	0.0000000
0	1.4000000	60.0	149	10638	375480	10261	3770867204	10787	0.0000000	0.0000000
* end: 29/06/2023 09:06:45
