* begin:	15/04/2023 03:08:38
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	1226	10681	642099	7618	3764365785	11907	0.0000000	0.0000000
2	5.0000000	60.0	1521	10372	544302	7538	3764365853	11893	0.0000000	0.0000000
3	10.0000000	60.0	1885	10290	687819	7579	3764365921	12175	0.0000000	0.0000000
4	15.0000000	60.0	1623	10475	681237	7641	3764365988	12098	0.0000000	0.0000000
5	20.0000000	60.0	1231	10522	684805	7558	3764366056	11753	0.0000000	0.0000000
6	25.0000000	60.0	776	10244	667082	7620	3764366123	11020	0.0000000	0.0000000
7	30.0000000	60.0	348	10387	633079	7493	3764366191	10735	0.0000000	0.0000000
8	35.0000000	60.0	197	10381	705593	7688	3764366259	10578	0.0000000	0.0000000
9	40.0000000	60.0	372	10327	691201	7563	3764366326	10699	0.0000000	0.0000000
10	45.0000000	60.0	872	10375	670953	7491	3764366394	11247	0.0000000	0.0000000
11	50.0000000	60.0	1329	10456	668488	7472	3764366461	11785	0.0000000	0.0000000
12	55.0000000	60.0	1750	10403	683806	7680	3764366529	12153	0.0000000	0.0000000
13	60.0000000	60.0	1728	10520	718246	7733	3764366596	12248	0.0000000	0.0000000
14	65.0000000	60.0	1488	10519	654442	7626	3764366664	12007	0.0000000	0.0000000
15	70.0000000	60.0	922	10663	662396	7523	3764366731	11585	0.0000000	0.0000000
16	75.0000000	60.0	541	10642	656905	7622	3764366799	11183	0.0000000	0.0000000
17	80.0000000	60.0	261	10475	618284	7555	3764366867	10736	0.0000000	0.0000000
18	85.0000000	60.0	249	10556	721347	7531	3764366934	10805	0.0000000	0.0000000
19	90.0000000	60.0	587	10489	675451	7513	3764367002	11076	0.0000000	0.0000000
20	95.0000000	60.0	1009	10783	638937	7528	3764367069	11792	0.0000000	0.0000000
* end: 15/04/2023 03:31:10
