* begin:	14/04/2023 19:01:46
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4_noIn_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	215	13166	673679	7646	3764336571	13381	0.0000000	0.0000000
0	-1.5000000	60.0	216	13572	674822	7679	3764336635	13788	0.0000000	0.0000000
0	-1.2500000	60.0	321	13253	674555	7572	3764336700	13574	0.0000000	0.0000000
0	-1.0000000	60.0	516	13244	675043	7607	3764336764	13760	0.0000000	0.0000000
0	-0.7500000	60.0	707	13171	666448	7636	3764336828	13878	0.0000000	0.0000000
0	-0.5000000	60.0	738	13167	675836	7789	3764336892	13905	0.0000000	0.0000000
0	-0.2500000	60.0	651	13279	675725	7600	3764336956	13930	0.0000000	0.0000000
0	0.0000000	60.0	491	13220	674960	7575	3764337020	13711	0.0000000	0.0000000
0	0.2500000	60.0	326	13333	678855	7652	3764337084	13659	0.0000000	0.0000000
0	0.5000000	60.0	229	13210	675843	7592	3764337149	13439	0.0000000	0.0000000
0	0.7500000	60.0	234	13080	677493	7674	3764337213	13314	0.0000000	0.0000000
0	1.0000000	60.0	345	13068	679956	7745	3764337277	13413	0.0000000	0.0000000
0	1.2500000	60.0	533	13177	679554	7853	3764337341	13710	0.0000000	0.0000000
0	1.5000000	60.0	676	13215	675501	7530	3764337405	13891	0.0000000	0.0000000
0	1.7500000	60.0	739	13137	673583	7598	3764337469	13876	0.0000000	0.0000000
* end: 14/04/2023 19:17:50
