* begin:	16/04/2023 23:03:22
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi8_In08_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	0.0000000	60.0	1224	6283	622768	7796	3764523870	7507	0.0000000	0.0000000
2	5.0000000	60.0	1892	6174	633516	7829	3764523937	8066	0.0000000	0.0000000
3	10.0000000	60.0	2122	6471	631519	7801	3764524005	8593	0.0000000	0.0000000
4	15.0000000	60.0	2249	6490	631940	7927	3764524073	8739	0.0000000	0.0000000
5	20.0000000	60.0	1907	6340	650821	7771	3764524140	8247	0.0000000	0.0000000
6	25.0000000	60.0	1263	6469	649759	7931	3764524208	7732	0.0000000	0.0000000
7	30.0000000	60.0	583	6237	703787	7900	3764524276	6820	0.0000000	0.0000000
8	35.0000000	60.0	160	6610	729053	7847	3764524343	6770	0.0000000	0.0000000
9	40.0000000	60.0	178	6465	716577	7850	3764524411	6643	0.0000000	0.0000000
10	45.0000000	60.0	622	6452	623863	7957	3764524478	7074	0.0000000	0.0000000
11	50.0000000	60.0	1367	6361	671044	7939	3764524546	7728	0.0000000	0.0000000
12	55.0000000	60.0	1928	6498	654178	7910	3764524613	8426	0.0000000	0.0000000
13	60.0000000	60.0	2316	6329	644283	8091	3764524681	8645	0.0000000	0.0000000
14	65.0000000	60.0	2190	6279	631304	7903	3764524748	8469	0.0000000	0.0000000
15	70.0000000	60.0	1565	6631	631041	7912	3764524816	8196	0.0000000	0.0000000
16	75.0000000	60.0	947	6455	624218	7746	3764524884	7402	0.0000000	0.0000000
17	80.0000000	60.0	324	6470	635148	7994	3764524951	6794	0.0000000	0.0000000
18	85.0000000	60.0	122	6381	641351	7842	3764525019	6503	0.0000000	0.0000000
19	90.0000000	60.0	413	6336	635450	7853	3764525086	6749	0.0000000	0.0000000
20	95.0000000	60.0	989	6367	722001	8025	3764525154	7356	0.0000000	0.0000000
* end: 16/04/2023 23:25:55
