* begin:	13/04/2023 06:51:54
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi8cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	77	5996	657626	7952	3764206379	6073	0.0000000	0.0000000
0	-1.5000000	60.0	107	6160	652998	8082	3764206443	6267	0.0000000	0.0000000
0	-1.2500000	60.0	421	5987	621504	7997	3764206507	6408	0.0000000	0.0000000
0	-1.0000000	60.0	904	6026	619946	7866	3764206572	6930	0.0000000	0.0000000
0	-0.7500000	60.0	1266	6116	644330	8108	3764206636	7382	0.0000000	0.0000000
0	-0.5000000	60.0	1402	5927	699405	7910	3764206700	7329	0.0000000	0.0000000
0	-0.2500000	60.0	1231	6180	633248	7843	3764206764	7411	0.0000000	0.0000000
0	0.0000000	60.0	784	6135	620076	7968	3764206828	6919	0.0000000	0.0000000
0	0.2500000	60.0	336	6065	631093	8139	3764206893	6401	0.0000000	0.0000000
0	0.5000000	60.0	87	5963	691017	8030	3764206957	6050	0.0000000	0.0000000
0	0.7500000	60.0	149	6102	649954	8053	3764207021	6251	0.0000000	0.0000000
0	1.0000000	60.0	494	6076	664141	7922	3764207085	6570	0.0000000	0.0000000
0	1.2500000	60.0	935	5954	674758	8056	3764207150	6889	0.0000000	0.0000000
0	1.5000000	60.0	1272	5808	663496	8006	3764207214	7080	0.0000000	0.0000000
0	1.7500000	60.0	1395	6094	651459	8045	3764207278	7489	0.0000000	0.0000000
* end: 13/04/2023 07:07:59
