* begin:	09/04/2023 00:35:39
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi4cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	106	5029	629741	8053	3763838204	5135	0.0000000	0.0000000
0	-1.5000000	60.0	245	5052	635626	7890	3763838268	5297	0.0000000	0.0000000
0	-1.2500000	60.0	738	5066	653400	7864	3763838332	5804	0.0000000	0.0000000
0	-1.0000000	60.0	1342	5007	684797	8112	3763838396	6349	0.0000000	0.0000000
0	-0.7500000	60.0	1774	5029	651708	7936	3763838461	6803	0.0000000	0.0000000
0	-0.5000000	60.0	1824	5150	625482	8042	3763838525	6974	0.0000000	0.0000000
0	-0.2500000	60.0	1534	5191	617669	7913	3763838589	6725	0.0000000	0.0000000
0	0.0000000	60.0	926	5040	679304	7845	3763838653	5966	0.0000000	0.0000000
0	0.2500000	60.0	361	5100	643803	7991	3763838717	5461	0.0000000	0.0000000
0	0.5000000	60.0	112	4997	625324	7868	3763838782	5109	0.0000000	0.0000000
0	0.7500000	60.0	237	5132	627023	8051	3763838846	5369	0.0000000	0.0000000
0	1.0000000	60.0	736	5049	675209	7773	3763838910	5785	0.0000000	0.0000000
0	1.2500000	60.0	1362	5017	693115	7956	3763838974	6379	0.0000000	0.0000000
0	1.5000000	60.0	1784	5109	627538	7959	3763839039	6893	0.0000000	0.0000000
0	1.7500000	60.0	1826	5096	620364	8064	3763839103	6922	0.0000000	0.0000000
* end: 09/04/2023 00:51:44
