* begin:	04/09/2023 14:59:10
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\alpha_ifg.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	-2.9992676	20.0	493	2886	131663	1577	3776677180	3379	0.0000000	0.0000000
2	-2.8015137	20.0	648	2276	131502	1917	3776677206	2924	0.0000000	0.0000000
3	-2.6037598	20.0	724	2253	131468	1896	3776677233	2977	0.0000000	0.0000000
4	-2.3840332	20.0	675	2695	131356	1559	3776677260	3370	0.0000000	0.0000000
5	-2.2082520	20.0	522	3384	131598	983	3776677286	3906	0.0000000	0.0000000
6	-1.9995117	20.0	290	4462	130722	423	3776677313	4752	0.0000000	0.0000000
7	-1.8017578	20.0	180	4790	131366	256	3776677340	4970	0.0000000	0.0000000
8	-1.6149902	20.0	150	4779	131273	193	3776677366	4929	0.0000000	0.0000000
9	-1.4062500	20.0	202	4332	131340	625	3776677393	4534	0.0000000	0.0000000
10	-1.1975098	20.0	335	3659	131676	1095	3776677420	3994	0.0000000	0.0000000
11	-1.0107422	20.0	523	2801	130968	1707	3776677446	3324	0.0000000	0.0000000
12	-0.8129883	20.0	677	2141	132363	1953	3776677473	2818	0.0000000	0.0000000
13	-0.6152344	20.0	689	2370	132533	1924	3776677500	3059	0.0000000	0.0000000
14	-0.4064941	20.0	648	2773	130673	1512	3776677527	3421	0.0000000	0.0000000
15	-0.1867676	20.0	531	3388	132321	971	3776677553	3919	0.0000000	0.0000000
16	0.0000000	20.0	304	4298	129967	513	3776677580	4602	0.0000000	0.0000000
17	0.1977539	20.0	178	4791	131559	223	3776677607	4969	0.0000000	0.0000000
18	0.3955078	20.0	136	4698	130727	242	3776677633	4834	0.0000000	0.0000000
19	0.6042480	20.0	210	4256	131523	623	3776677660	4466	0.0000000	0.0000000
20	0.8020020	20.0	331	3429	131200	1070	3776677687	3760	0.0000000	0.0000000
21	0.9887695	20.0	468	2765	132191	1573	3776677713	3233	0.0000000	0.0000000
22	1.1865234	20.0	595	2270	131529	1935	3776677740	2865	0.0000000	0.0000000
23	1.3952637	20.0	736	2207	131677	1940	3776677767	2943	0.0000000	0.0000000
24	1.6040039	20.0	656	2616	130468	1618	3776677794	3272	0.0000000	0.0000000
25	1.8017578	20.0	525	3410	131460	1116	3776677821	3935	0.0000000	0.0000000
26	2.0104980	20.0	381	4108	130697	669	3776677847	4489	0.0000000	0.0000000
27	2.1862793	20.0	188	4702	132096	204	3776677874	4890	0.0000000	0.0000000
28	2.3950195	20.0	117	4843	131243	250	3776677901	4960	0.0000000	0.0000000
29	2.6037598	20.0	169	4336	130426	515	3776677928	4505	0.0000000	0.0000000
30	2.8015137	20.0	282	3674	131414	1031	3776677954	3956	0.0000000	0.0000000
31	2.9772949	20.0	489	2879	131152	1593	3776677981	3368	0.0000000	0.0000000
* end: 04/09/2023 15:13:02
