* begin:	02/09/2023 14:29:25
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\alpha_ifg.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	-2.9882812	20.0	280	5321	129429	461	3776502594	6062	0.0000000	0.0000000
2	-2.8015137	20.0	282	5139	130327	675	3776502621	6096	0.0000000	0.0000000
3	-2.6037598	20.0	376	4463	130063	1024	3776502648	5863	0.0000000	0.0000000
4	-2.3950195	20.0	536	3627	131218	1699	3776502674	5862	0.0000000	0.0000000
5	-2.1972656	20.0	640	3124	131362	2044	3776502701	5808	0.0000000	0.0000000
6	-1.9995117	20.0	707	2904	132109	2138	3776502728	5749	0.0000000	0.0000000
7	-1.8017578	20.0	685	3191	129823	1831	3776502754	5707	0.0000000	0.0000000
8	-1.6040039	20.0	611	4051	129223	1286	3776502781	5948	0.0000000	0.0000000
9	-1.4062500	20.0	405	4792	129737	780	3776502808	5977	0.0000000	0.0000000
10	-1.1865234	20.0	307	5346	130622	471	3776502835	6124	0.0000000	0.0000000
11	-0.9997559	20.0	239	5378	128035	447	3776502861	6064	0.0000000	0.0000000
12	-0.8020020	20.0	289	5097	129372	689	3776502888	6075	0.0000000	0.0000000
13	-0.6152344	20.0	363	4415	127603	1184	3776502915	5962	0.0000000	0.0000000
14	-0.3955078	20.0	596	3495	128087	1782	3776502942	5873	0.0000000	0.0000000
15	-0.2087402	20.0	663	3025	131679	2215	3776502968	5903	0.0000000	0.0000000
16	0.0000000	20.0	728	2767	133138	2138	3776502995	5633	0.0000000	0.0000000
17	0.1867676	20.0	770	3210	133020	1832	3776503022	5812	0.0000000	0.0000000
18	0.3955078	20.0	585	3810	131333	1426	3776503049	5821	0.0000000	0.0000000
19	0.6042480	20.0	486	4438	130799	1003	3776503075	5927	0.0000000	0.0000000
20	0.7910156	20.0	297	5276	130881	570	3776503102	6143	0.0000000	0.0000000
21	0.9997559	20.0	228	5375	129945	434	3776503129	6037	0.0000000	0.0000000
22	1.1975098	20.0	268	5208	125097	603	3776503156	6079	0.0000000	0.0000000
23	1.3952637	20.0	343	4689	126312	1029	3776503183	6061	0.0000000	0.0000000
24	1.6040039	20.0	528	3813	126980	1694	3776503209	6035	0.0000000	0.0000000
25	1.8017578	20.0	716	3178	127606	2026	3776503236	5920	0.0000000	0.0000000
26	2.0104980	20.0	759	2762	125772	2095	3776503263	5616	0.0000000	0.0000000
27	2.1862793	20.0	779	3093	128043	2035	3776503289	5907	0.0000000	0.0000000
28	2.3730469	20.0	641	3822	128086	1508	3776503316	5971	0.0000000	0.0000000
29	2.6037598	20.0	428	4686	127326	830	3776503343	5944	0.0000000	0.0000000
30	2.7795410	20.0	312	5271	127324	512	3776503369	6095	0.0000000	0.0000000
31	2.9882812	20.0	246	5309	124812	441	3776503396	5996	0.0000000	0.0000000
* end: 02/09/2023 14:43:17
