* begin:	03/09/2023 03:27:58
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\alpha_ifg.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
1	-2.9882812	20.0	243	5672	127703	264	3776549307	6179	0.0000000	0.0000000
2	-2.8015137	20.0	185	5610	118332	401	3776549334	6196	0.0000000	0.0000000
3	-2.6037598	20.0	325	4827	117260	877	3776549361	6029	0.0000000	0.0000000
4	-2.3950195	20.0	492	4053	116901	1437	3776549388	5982	0.0000000	0.0000000
5	-2.1972656	20.0	683	3032	117666	1967	3776549415	5682	0.0000000	0.0000000
6	-1.9995117	20.0	804	2666	131692	2151	3776549441	5621	0.0000000	0.0000000
7	-1.8017578	20.0	821	2818	132435	2173	3776549468	5812	0.0000000	0.0000000
8	-1.6149902	20.0	726	3289	131237	1789	3776549495	5804	0.0000000	0.0000000
9	-1.4172363	20.0	527	4397	130990	1128	3776549522	6052	0.0000000	0.0000000
10	-1.1975098	20.0	316	5232	131067	501	3776549548	6049	0.0000000	0.0000000
11	-1.0107422	20.0	210	5707	131221	240	3776549575	6157	0.0000000	0.0000000
12	-0.7910156	20.0	201	5546	131713	407	3776549602	6154	0.0000000	0.0000000
13	-0.6152344	20.0	321	4831	128661	948	3776549629	6100	0.0000000	0.0000000
14	-0.4064941	20.0	517	3921	126959	1503	3776549655	5941	0.0000000	0.0000000
15	-0.1977539	20.0	662	3133	126874	2063	3776549682	5858	0.0000000	0.0000000
16	-0.0109863	20.0	843	2692	127409	2262	3776549709	5797	0.0000000	0.0000000
17	0.1977539	20.0	886	2798	131214	2153	3776549736	5837	0.0000000	0.0000000
18	0.3955078	20.0	753	3340	132207	1792	3776549763	5885	0.0000000	0.0000000
19	0.5932617	20.0	504	4268	130825	1210	3776549789	5982	0.0000000	0.0000000
20	0.7910156	20.0	345	5219	130958	575	3776549816	6139	0.0000000	0.0000000
21	1.0107422	20.0	192	5650	133000	260	3776549843	6102	0.0000000	0.0000000
22	1.1975098	20.0	182	5631	132806	313	3776549870	6126	0.0000000	0.0000000
23	1.3842773	20.0	270	5080	132558	742	3776549897	6092	0.0000000	0.0000000
24	1.6040039	20.0	459	4079	130594	1430	3776549923	5968	0.0000000	0.0000000
25	1.8017578	20.0	585	3342	128914	1940	3776549950	5867	0.0000000	0.0000000
26	1.9995117	20.0	778	2677	129055	2325	3776549977	5780	0.0000000	0.0000000
27	2.1972656	20.0	803	2770	129734	2172	3776550004	5745	0.0000000	0.0000000
28	2.3730469	20.0	742	3272	128537	1771	3776550031	5785	0.0000000	0.0000000
29	2.6037598	20.0	580	4103	128238	1263	3776550057	5946	0.0000000	0.0000000
30	2.8015137	20.0	402	5060	129156	663	3776550084	6125	0.0000000	0.0000000
31	2.9992676	20.0	246	5573	128620	346	3776550111	6165	0.0000000	0.0000000
* end: 03/09/2023 03:41:52
