* begin:	17/06/2023 16:21:10
* script file:	D:\data\Cycle 193\exp_CRG-3033\rawdata\sc\S2Z.cfg
*
[STANDARD]
		
[S2Z]
	created 17/06/2023   15:02
[CALL]
	setDCpi2.sc
[SCAN]
	file path	.
	name		*
	category	standard
	# repeats	1
	notes		room to enter remarks
[SUBSCAN]
	AO_S2Z	21	Amps	0.000000	-10.000000	-0.500000	0.000000	0	time	15.000000			
[ENDSCAN]
[CALL]
	setDCoff.sc
[END]

* remarks:	room to enter remarks
*
0	0.0000000	15.0	182	1483	90114	2606	3769856490	1665	0.0000000	0.0000000
0	-0.5000000	15.0	182	1525	90887	2647	3769856509	1707	0.0000000	0.0000000
0	-1.0000000	15.0	147	1516	91427	2639	3769856529	1663	0.0000000	0.0000000
0	-1.5000000	15.0	153	1486	91364	2537	3769856548	1639	0.0000000	0.0000000
0	-2.0000000	15.0	95	1549	91367	2605	3769856567	1644	0.0000000	0.0000000
0	-2.5000000	15.0	64	1568	91016	2526	3769856586	1632	0.0000000	0.0000000
0	-3.0000000	15.0	25	1491	90825	2596	3769856605	1516	0.0000000	0.0000000
0	-3.5000000	15.0	21	1518	91426	2607	3769856625	1539	0.0000000	0.0000000
0	-4.0000000	15.0	7	1452	91576	2647	3769856644	1459	0.0000000	0.0000000
0	-4.5000000	15.0	20	1533	91246	2532	3769856663	1553	0.0000000	0.0000000
0	-5.0000000	15.0	40	1543	91813	2616	3769856682	1583	0.0000000	0.0000000
0	-5.5000000	15.0	58	1461	91534	2574	3769856702	1519	0.0000000	0.0000000
0	-6.0000000	15.0	106	1537	91856	2542	3769856721	1643	0.0000000	0.0000000
0	-6.5000000	15.0	114	1499	90605	2513	3769856740	1613	0.0000000	0.0000000
0	-7.0000000	15.0	152	1551	90964	2603	3769856759	1703	0.0000000	0.0000000
0	-7.5000000	15.0	166	1506	90923	2626	3769856779	1672	0.0000000	0.0000000
0	-8.0000000	15.0	129	1573	89339	2611	3769856798	1702	0.0000000	0.0000000
0	-8.5000000	15.0	133	1484	90388	2539	3769856817	1617	0.0000000	0.0000000
0	-9.0000000	15.0	125	1492	90692	2583	3769856836	1617	0.0000000	0.0000000
0	-9.5000000	15.0	53	1472	89825	2606	3769856856	1525	0.0000000	0.0000000
0	-10.0000000	15.0	54	1465	90250	2625	3769856875	1519	0.0000000	0.0000000
* end: 17/06/2023 16:27:56
